InvoiceNo,Unnamed: 0,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536523,1080,22219,LOVEBIRD HANGING DECORATION WHITE ,12,12/1/2010 12:50,0.85,12868.0,United Kingdom
536523,1081,22111,SCOTTIE DOG HOT WATER BOTTLE,3,12/1/2010 12:50,4.95,12868.0,United Kingdom
536523,1082,22294,HEART FILIGREE DOVE  SMALL,24,12/1/2010 12:50,1.25,12868.0,United Kingdom
536524,1083,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",6,12/1/2010 12:51,2.95,17572.0,United Kingdom
536524,1084,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,6,12/1/2010 12:51,2.95,17572.0,United Kingdom
536524,1085,21107,CREAM SLICE FLANNEL PINK SPOT ,6,12/1/2010 12:51,2.95,17572.0,United Kingdom
536524,1086,22697,GREEN REGENCY TEACUP AND SAUCER,6,12/1/2010 12:51,2.95,17572.0,United Kingdom
536525,1087,21826,EIGHT PIECE DINOSAUR SET,2,12/1/2010 12:54,1.25,14078.0,United Kingdom
536525,1088,21791,VINTAGE HEADS AND TAILS CARD GAME ,1,12/1/2010 12:54,1.25,14078.0,United Kingdom
536525,1089,22548,HEADS AND TAILS SPORTING FUN,1,12/1/2010 12:54,1.25,14078.0,United Kingdom
536525,1090,22149,FELTCRAFT 6 FLOWER FRIENDS,1,12/1/2010 12:54,2.1,14078.0,United Kingdom
536525,1091,17164B,ASS COL SMALL SAND GECKO P'WEIGHT,2,12/1/2010 12:54,0.42,14078.0,United Kingdom
536525,1092,22423,REGENCY CAKESTAND 3 TIER,2,12/1/2010 12:54,12.75,14078.0,United Kingdom
536525,1093,22429,ENAMEL MEASURING JUG CREAM,1,12/1/2010 12:54,4.25,14078.0,United Kingdom
536525,1094,22428,ENAMEL FIRE BUCKET CREAM,1,12/1/2010 12:54,6.95,14078.0,United Kingdom
536525,1095,20974,12 PENCILS SMALL TUBE SKULL,3,12/1/2010 12:54,0.65,14078.0,United Kingdom
536525,1096,20973,12 PENCIL SMALL TUBE WOODLAND,2,12/1/2010 12:54,0.65,14078.0,United Kingdom
536525,1097,15044B,BLUE PAPER PARASOL ,1,12/1/2010 12:54,2.95,14078.0,United Kingdom
536525,1098,21324,HANGING MEDINA LANTERN SMALL,2,12/1/2010 12:54,2.95,14078.0,United Kingdom
536525,1099,20750,RED RETROSPOT MINI CASES,10,12/1/2010 12:54,7.95,14078.0,United Kingdom
536526,1100,21135,VICTORIAN  METAL POSTCARD SPRING,16,12/1/2010 12:58,1.69,14001.0,United Kingdom
536526,1101,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,16,12/1/2010 12:58,2.95,14001.0,United Kingdom
536526,1102,22626,BLACK KITCHEN SCALES,2,12/1/2010 12:58,8.5,14001.0,United Kingdom
536526,1103,22625,RED KITCHEN SCALES,6,12/1/2010 12:58,8.5,14001.0,United Kingdom
536526,1104,22624,IVORY KITCHEN SCALES,6,12/1/2010 12:58,8.5,14001.0,United Kingdom
536526,1105,21929,JUMBO BAG PINK VINTAGE PAISLEY,20,12/1/2010 12:58,1.95,14001.0,United Kingdom
536526,1106,85099B,JUMBO BAG RED RETROSPOT,10,12/1/2010 12:58,1.95,14001.0,United Kingdom
536526,1107,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,12/1/2010 12:58,1.95,14001.0,United Kingdom
536526,1108,22113,GREY HEART HOT WATER BOTTLE,8,12/1/2010 12:58,3.75,14001.0,United Kingdom
536527,1109,22809,SET OF 6 T-LIGHTS SANTA,6,12/1/2010 13:04,2.95,12662.0,Germany
536527,1110,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6,12/1/2010 13:04,2.55,12662.0,Germany
536527,1111,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,12/1/2010 13:04,0.85,12662.0,Germany
536527,1112,22242,5 HOOK HANGER MAGIC TOADSTOOL,12,12/1/2010 13:04,1.65,12662.0,Germany
536527,1113,22244,3 HOOK HANGER MAGIC GARDEN,12,12/1/2010 13:04,1.95,12662.0,Germany
536527,1114,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,12,12/1/2010 13:04,1.65,12662.0,Germany
536527,1115,47421,ASSORTED COLOUR LIZARD SUCTION HOOK,24,12/1/2010 13:04,0.42,12662.0,Germany
536527,1116,20712,JUMBO BAG WOODLAND ANIMALS,10,12/1/2010 13:04,1.95,12662.0,Germany
536527,1117,20713,JUMBO BAG OWLS,10,12/1/2010 13:04,1.95,12662.0,Germany
536527,1118,22837,HOT WATER BOTTLE BABUSHKA ,4,12/1/2010 13:04,4.65,12662.0,Germany
536527,1119,22969,HOMEMADE JAM SCENTED CANDLES,12,12/1/2010 13:04,1.45,12662.0,Germany
536527,1120,22973,CHILDREN'S CIRCUS PARADE MUG,12,12/1/2010 13:04,1.65,12662.0,Germany
536527,1121,84569B,PACK 3 FIRE ENGINE/CAR PATCHES,12,12/1/2010 13:04,1.25,12662.0,Germany
536527,1122,22549,PICTURE DOMINOES,12,12/1/2010 13:04,1.45,12662.0,Germany
536527,1123,POST,POSTAGE,1,12/1/2010 13:04,18.0,12662.0,Germany
536528,1124,22815,CARD PSYCHEDELIC APPLES,12,12/1/2010 13:17,0.42,15525.0,United Kingdom
536528,1125,22865,HAND WARMER OWL DESIGN,1,12/1/2010 13:17,2.1,15525.0,United Kingdom
536528,1126,22585,PACK OF 6 BIRDY GIFT TAGS,6,12/1/2010 13:17,1.25,15525.0,United Kingdom
536528,1127,21587,COSY HOUR GIANT TUBE MATCHES,1,12/1/2010 13:17,2.55,15525.0,United Kingdom
536528,1128,84985A,SET OF 72 GREEN PAPER DOILIES,1,12/1/2010 13:17,1.45,15525.0,United Kingdom
536528,1129,85114B,IVORY ENCHANTED FOREST PLACEMAT,1,12/1/2010 13:17,1.65,15525.0,United Kingdom
536528,1130,22813,PACK 3 BOXES BIRD PANNETONE ,3,12/1/2010 13:17,1.95,15525.0,United Kingdom
536528,1131,22128,PARTY CONES CANDY ASSORTED,6,12/1/2010 13:17,1.25,15525.0,United Kingdom
536528,1132,22839,3 TIER CAKE TIN GREEN AND CREAM,1,12/1/2010 13:17,14.95,15525.0,United Kingdom
536528,1133,22584,PACK OF 6 PANNETONE GIFT BOXES,2,12/1/2010 13:17,2.55,15525.0,United Kingdom
536528,1134,22130,PARTY CONE CHRISTMAS DECORATION ,12,12/1/2010 13:17,0.85,15525.0,United Kingdom
536528,1135,22938,CUPCAKE LACE PAPER SET 6,3,12/1/2010 13:17,1.95,15525.0,United Kingdom
536528,1136,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,12/1/2010 13:17,1.95,15525.0,United Kingdom
536528,1137,21731,RED TOADSTOOL LED NIGHT LIGHT,2,12/1/2010 13:17,1.65,15525.0,United Kingdom
536528,1138,22616,PACK OF 12 LONDON TISSUES ,1,12/1/2010 13:17,0.29,15525.0,United Kingdom
536528,1139,22454,MEASURING TAPE BABUSHKA RED,1,12/1/2010 13:17,2.95,15525.0,United Kingdom
536528,1140,22865,HAND WARMER OWL DESIGN,1,12/1/2010 13:17,2.1,15525.0,United Kingdom
536528,1141,21992,VINTAGE PAISLEY STATIONERY SET,1,12/1/2010 13:17,2.95,15525.0,United Kingdom
536528,1142,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,4,12/1/2010 13:17,2.95,15525.0,United Kingdom
536528,1143,22082,RIBBON REEL STRIPES DESIGN ,1,12/1/2010 13:17,1.65,15525.0,United Kingdom
536528,1144,85049E,SCANDINAVIAN REDS RIBBONS,1,12/1/2010 13:17,1.25,15525.0,United Kingdom
536528,1145,22077,6 RIBBONS RUSTIC CHARM,2,12/1/2010 13:17,1.65,15525.0,United Kingdom
536528,1146,85049A,TRADITIONAL CHRISTMAS RIBBONS,1,12/1/2010 13:17,1.25,15525.0,United Kingdom
536528,1147,22865,HAND WARMER OWL DESIGN,2,12/1/2010 13:17,2.1,15525.0,United Kingdom
536528,1148,22867,HAND WARMER BIRD DESIGN,3,12/1/2010 13:17,2.1,15525.0,United Kingdom
536528,1149,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,3,12/1/2010 13:17,2.95,15525.0,United Kingdom
536528,1150,22963,JAM JAR WITH GREEN LID,2,12/1/2010 13:17,0.85,15525.0,United Kingdom
536528,1151,22960,JAM MAKING SET WITH JARS,1,12/1/2010 13:17,4.25,15525.0,United Kingdom
536528,1152,85114C,RED ENCHANTED FOREST PLACEMAT,1,12/1/2010 13:17,1.65,15525.0,United Kingdom
536528,1153,85114B,IVORY ENCHANTED FOREST PLACEMAT,1,12/1/2010 13:17,1.65,15525.0,United Kingdom
536528,1154,22974,CHILDRENS DOLLY GIRL MUG,2,12/1/2010 13:17,1.65,15525.0,United Kingdom
536528,1155,22423,REGENCY CAKESTAND 3 TIER,1,12/1/2010 13:17,12.75,15525.0,United Kingdom
536528,1156,21452,TOADSTOOL MONEY BOX,2,12/1/2010 13:17,2.95,15525.0,United Kingdom
536528,1157,22938,CUPCAKE LACE PAPER SET 6,1,12/1/2010 13:17,1.95,15525.0,United Kingdom
536528,1158,22812,PACK 3 BOXES CHRISTMAS PANNETONE,3,12/1/2010 13:17,1.95,15525.0,United Kingdom
536528,1159,22584,PACK OF 6 PANNETONE GIFT BOXES,2,12/1/2010 13:17,2.55,15525.0,United Kingdom
536528,1160,22744,MAKE YOUR OWN MONSOON CARD KIT,2,12/1/2010 13:17,2.95,15525.0,United Kingdom
536528,1161,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,1,12/1/2010 13:17,2.95,15525.0,United Kingdom
536528,1162,22911,PAPER CHAIN KIT LONDON,1,12/1/2010 13:17,2.95,15525.0,United Kingdom
536528,1163,22585,PACK OF 6 BIRDY GIFT TAGS,5,12/1/2010 13:17,1.25,15525.0,United Kingdom
536528,1164,22900, SET 2 TEA TOWELS I LOVE LONDON ,1,12/1/2010 13:17,2.95,15525.0,United Kingdom
536528,1165,22911,PAPER CHAIN KIT LONDON,1,12/1/2010 13:17,2.95,15525.0,United Kingdom
536528,1166,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,1,12/1/2010 13:17,2.95,15525.0,United Kingdom
536528,1167,22744,MAKE YOUR OWN MONSOON CARD KIT,2,12/1/2010 13:17,2.95,15525.0,United Kingdom
536528,1168,22961,JAM MAKING SET PRINTED,1,12/1/2010 13:17,1.45,15525.0,United Kingdom
536528,1169,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,12/1/2010 13:17,1.95,15525.0,United Kingdom
536528,1170,22454,MEASURING TAPE BABUSHKA RED,2,12/1/2010 13:17,2.95,15525.0,United Kingdom
536528,1171,22453,MEASURING TAPE BABUSHKA BLUE,1,12/1/2010 13:17,2.95,15525.0,United Kingdom
536528,1172,84985A,SET OF 72 GREEN PAPER DOILIES,1,12/1/2010 13:17,1.45,15525.0,United Kingdom
536528,1173,22445,PENCIL CASE LIFE IS BEAUTIFUL,4,12/1/2010 13:17,2.95,15525.0,United Kingdom
536528,1174,22568,FELTCRAFT CUSHION OWL,3,12/1/2010 13:17,3.75,15525.0,United Kingdom
536528,1175,22570,FELTCRAFT CUSHION RABBIT,1,12/1/2010 13:17,3.75,15525.0,United Kingdom
536528,1176,22607,WOODEN ROUNDERS GARDEN SET ,1,12/1/2010 13:17,9.95,15525.0,United Kingdom
536528,1177,22635,CHILDS BREAKFAST SET DOLLY GIRL ,1,12/1/2010 13:17,9.95,15525.0,United Kingdom
536528,1178,22634,CHILDS BREAKFAST SET SPACEBOY ,1,12/1/2010 13:17,9.95,15525.0,United Kingdom
536528,1179,22839,3 TIER CAKE TIN GREEN AND CREAM,1,12/1/2010 13:17,14.95,15525.0,United Kingdom
536528,1180,22968,ROSE COTTAGE KEEPSAKE BOX ,3,12/1/2010 13:17,9.95,15525.0,United Kingdom
536529,1181,22222,CAKE PLATE LOVEBIRD WHITE,3,12/1/2010 13:20,4.95,14237.0,United Kingdom
536529,1182,22947,WOODEN ADVENT CALENDAR RED,2,12/1/2010 13:20,16.95,14237.0,United Kingdom
536529,1183,21743,STAR PORTABLE TABLE LIGHT ,6,12/1/2010 13:20,2.95,14237.0,United Kingdom
536529,1184,22187,GREEN CHRISTMAS TREE CARD HOLDER,4,12/1/2010 13:20,4.25,14237.0,United Kingdom
536529,1185,22164,STRING OF STARS CARD HOLDER,6,12/1/2010 13:20,2.95,14237.0,United Kingdom
536529,1186,72598,SET/12 TAPER CANDLES,12,12/1/2010 13:20,0.85,14237.0,United Kingdom
536529,1187,21258,VICTORIAN SEWING BOX LARGE,1,12/1/2010 13:20,12.75,14237.0,United Kingdom
536529,1188,22627,MINT KITCHEN SCALES,2,12/1/2010 13:20,8.5,14237.0,United Kingdom
536529,1189,22487,WHITE WOOD GARDEN PLANT LADDER,2,12/1/2010 13:20,9.95,14237.0,United Kingdom
536530,1190,22360,GLASS JAR ENGLISH CONFECTIONERY,2,12/1/2010 13:21,2.95,17905.0,United Kingdom
536530,1191,22364,GLASS JAR DIGESTIVE BISCUITS,1,12/1/2010 13:21,2.95,17905.0,United Kingdom
536530,1192,21657,MILK BOTTLE WITH GLASS STOPPER ,1,12/1/2010 13:21,6.95,17905.0,United Kingdom
536530,1193,22699,ROSES REGENCY TEACUP AND SAUCER ,4,12/1/2010 13:21,2.95,17905.0,United Kingdom
536530,1194,21071,VINTAGE BILLBOARD DRINK ME MUG,24,12/1/2010 13:21,1.25,17905.0,United Kingdom
536530,1195,22941,CHRISTMAS LIGHTS 10 REINDEER,1,12/1/2010 13:21,8.5,17905.0,United Kingdom
536530,1196,22120,WELCOME  WOODEN BLOCK LETTERS,1,12/1/2010 13:21,9.95,17905.0,United Kingdom
536530,1197,22423,REGENCY CAKESTAND 3 TIER,1,12/1/2010 13:21,12.75,17905.0,United Kingdom
536530,1198,21038,SET/4 MODERN VINTAGE COTTON NAPKINS,1,12/1/2010 13:21,2.95,17905.0,United Kingdom
536530,1199,21625,VINTAGE UNION JACK APRON,1,12/1/2010 13:21,6.95,17905.0,United Kingdom
536530,1200,22783,SET 3 WICKER OVAL BASKETS W LIDS,1,12/1/2010 13:21,19.95,17905.0,United Kingdom
536530,1201,22097,SWALLOW SQUARE TISSUE BOX,1,12/1/2010 13:21,1.25,17905.0,United Kingdom
536530,1202,82552,WASHROOM METAL SIGN,1,12/1/2010 13:21,1.45,17905.0,United Kingdom
536530,1203,21179,NO JUNK MAIL METAL SIGN,1,12/1/2010 13:21,1.25,17905.0,United Kingdom
536530,1204,22185,SLATE TILE NATURAL HANGING,4,12/1/2010 13:21,1.65,17905.0,United Kingdom
536530,1205,22097,SWALLOW SQUARE TISSUE BOX,1,12/1/2010 13:21,1.25,17905.0,United Kingdom
536530,1206,21662,VINTAGE GLASS COFFEE CADDY,1,12/1/2010 13:21,5.95,17905.0,United Kingdom
536530,1207,85104,SILVER GLASS T-LIGHT SET,8,12/1/2010 13:21,2.95,17905.0,United Kingdom
536530,1208,21654,RIDGED GLASS FINGER BOWL,6,12/1/2010 13:21,1.45,17905.0,United Kingdom
536530,1209,21658,GLASS  BEURRE DISH,1,12/1/2010 13:21,3.95,17905.0,United Kingdom
536530,1210,21664,RIDGED GLASS STORAGE JAR CREAM LID,2,12/1/2010 13:21,3.75,17905.0,United Kingdom
536530,1211,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,2,12/1/2010 13:21,4.95,17905.0,United Kingdom
536530,1212,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,6,12/1/2010 13:21,1.95,17905.0,United Kingdom
536531,1213,21519,GIN & TONIC DIET GREETING CARD ,24,12/1/2010 13:23,0.42,15485.0,United Kingdom
536531,1214,22819,"BIRTHDAY CARD, RETRO SPOT",24,12/1/2010 13:23,0.42,15485.0,United Kingdom
536531,1215,21506,"FANCY FONT BIRTHDAY CARD, ",24,12/1/2010 13:23,0.42,15485.0,United Kingdom
536531,1216,22704,WRAP RED APPLES ,25,12/1/2010 13:23,0.42,15485.0,United Kingdom
536531,1217,21498,RED RETROSPOT WRAP ,25,12/1/2010 13:23,0.42,15485.0,United Kingdom
536531,1218,15056N,EDWARDIAN PARASOL NATURAL,12,12/1/2010 13:23,5.95,15485.0,United Kingdom
536531,1219,15056BL,EDWARDIAN PARASOL BLACK,12,12/1/2010 13:23,5.95,15485.0,United Kingdom
536531,1220,20679,EDWARDIAN PARASOL RED,12,12/1/2010 13:23,5.95,15485.0,United Kingdom
536531,1221,22049,WRAP CHRISTMAS SCREEN PRINT,25,12/1/2010 13:23,0.42,15485.0,United Kingdom
536531,1222,21498,RED RETROSPOT WRAP ,25,12/1/2010 13:23,0.42,15485.0,United Kingdom
536531,1223,21497,FANCY FONTS BIRTHDAY WRAP,25,12/1/2010 13:23,0.42,15485.0,United Kingdom
536531,1224,21333,CLASSIC WHITE FRAME,12,12/1/2010 13:23,2.95,15485.0,United Kingdom
536531,1225,22727,ALARM CLOCK BAKELIKE RED ,9,12/1/2010 13:23,3.75,15485.0,United Kingdom
536531,1226,22726,ALARM CLOCK BAKELIKE GREEN,9,12/1/2010 13:23,3.75,15485.0,United Kingdom
536531,1227,22730,ALARM CLOCK BAKELIKE IVORY,9,12/1/2010 13:23,3.75,15485.0,United Kingdom
536531,1228,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,80,12/1/2010 13:23,2.55,15485.0,United Kingdom
536531,1229,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,12/1/2010 13:23,2.55,15485.0,United Kingdom
536531,1230,22194,BLACK DINER WALL CLOCK,2,12/1/2010 13:23,8.5,15485.0,United Kingdom
536531,1231,22192,BLUE DINER WALL CLOCK,4,12/1/2010 13:23,8.5,15485.0,United Kingdom
536531,1232,22193,RED DINER WALL CLOCK,4,12/1/2010 13:23,8.5,15485.0,United Kingdom
536531,1233,22191,IVORY DINER WALL CLOCK,4,12/1/2010 13:23,8.5,15485.0,United Kingdom
536531,1234,22688,DOORMAT PEACE ON EARTH BLUE,4,12/1/2010 13:23,7.95,15485.0,United Kingdom
536531,1235,22768,FAMILY PHOTO FRAME CORNICE,6,12/1/2010 13:23,9.95,15485.0,United Kingdom
536532,1236,84692,BOX OF 24 COCKTAIL PARASOLS,50,12/1/2010 13:24,0.42,12433.0,Norway
536532,1237,22444,GROW YOUR OWN PLANT IN A CAN ,96,12/1/2010 13:24,1.06,12433.0,Norway
536532,1238,22899,CHILDREN'S APRON DOLLY GIRL ,8,12/1/2010 13:24,2.1,12433.0,Norway
536532,1239,21156,RETROSPOT CHILDRENS APRON,8,12/1/2010 13:24,1.95,12433.0,Norway
536532,1240,22556,PLASTERS IN TIN CIRCUS PARADE ,24,12/1/2010 13:24,1.65,12433.0,Norway
536532,1241,22555,PLASTERS IN TIN STRONGMAN,36,12/1/2010 13:24,1.65,12433.0,Norway
536532,1242,22554,PLASTERS IN TIN WOODLAND ANIMALS,24,12/1/2010 13:24,1.65,12433.0,Norway
536532,1243,22553,PLASTERS IN TIN SKULLS,24,12/1/2010 13:24,1.65,12433.0,Norway
536532,1244,22551,PLASTERS IN TIN SPACEBOY,24,12/1/2010 13:24,1.65,12433.0,Norway
536532,1245,22547,MINI JIGSAW DINOSAUR ,24,12/1/2010 13:24,0.42,12433.0,Norway
536532,1246,22544,MINI JIGSAW SPACEBOY,24,12/1/2010 13:24,0.42,12433.0,Norway
536532,1247,22543,MINI JIGSAW BAKE A CAKE ,24,12/1/2010 13:24,0.42,12433.0,Norway
536532,1248,22540,MINI JIGSAW CIRCUS PARADE ,24,12/1/2010 13:24,0.42,12433.0,Norway
536532,1249,22539,MINI JIGSAW DOLLY GIRL,24,12/1/2010 13:24,0.42,12433.0,Norway
536532,1250,22534,MAGIC DRAWING SLATE SPACEBOY ,24,12/1/2010 13:24,0.42,12433.0,Norway
536532,1251,22530,MAGIC DRAWING SLATE DOLLY GIRL ,24,12/1/2010 13:24,0.42,12433.0,Norway
536532,1252,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,24,12/1/2010 13:24,0.42,12433.0,Norway
536532,1253,22561,WOODEN SCHOOL COLOURING SET,24,12/1/2010 13:24,1.65,12433.0,Norway
536532,1254,22489,PACK OF 12 TRADITIONAL CRAYONS,24,12/1/2010 13:24,0.42,12433.0,Norway
536532,1255,22814,CARD PARTY GAMES ,12,12/1/2010 13:24,0.42,12433.0,Norway
536532,1256,21520,BOOZE & WOMEN GREETING CARD ,12,12/1/2010 13:24,0.42,12433.0,Norway
536532,1257,21506,"FANCY FONT BIRTHDAY CARD, ",12,12/1/2010 13:24,0.42,12433.0,Norway
536532,1258,22716,CARD CIRCUS PARADE,12,12/1/2010 13:24,0.42,12433.0,Norway
536532,1259,22866,HAND WARMER SCOTTY DOG DESIGN,12,12/1/2010 13:24,2.1,12433.0,Norway
536532,1260,22632,HAND WARMER RED RETROSPOT,12,12/1/2010 13:24,2.1,12433.0,Norway
536532,1261,22865,HAND WARMER OWL DESIGN,12,12/1/2010 13:24,2.1,12433.0,Norway
536532,1262,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,12/1/2010 13:24,3.95,12433.0,Norway
536532,1263,21982,PACK OF 12 SUKI TISSUES ,48,12/1/2010 13:24,0.29,12433.0,Norway
536532,1264,21981,PACK OF 12 WOODLAND TISSUES ,48,12/1/2010 13:24,0.29,12433.0,Norway
536532,1265,21967,PACK OF 12 SKULL TISSUES,48,12/1/2010 13:24,0.29,12433.0,Norway
536532,1266,22092,BLUE PAISLEY TISSUE BOX,12,12/1/2010 13:24,1.25,12433.0,Norway
536532,1267,21983,PACK OF 12 BLUE PAISLEY TISSUES ,48,12/1/2010 13:24,0.29,12433.0,Norway
536532,1268,22615,PACK OF 12 CIRCUS PARADE TISSUES ,48,12/1/2010 13:24,0.29,12433.0,Norway
536532,1269,21980,PACK OF 12 RED RETROSPOT TISSUES ,48,12/1/2010 13:24,0.29,12433.0,Norway
536532,1270,22614,PACK OF 12 SPACEBOY TISSUES,48,12/1/2010 13:24,0.29,12433.0,Norway
536532,1271,22095,LADS ONLY TISSUE BOX,12,12/1/2010 13:24,1.25,12433.0,Norway
536532,1272,22094,RED RETROSPOT TISSUE BOX,12,12/1/2010 13:24,1.25,12433.0,Norway
536532,1273,21984,PACK OF 12 PINK PAISLEY TISSUES ,48,12/1/2010 13:24,0.29,12433.0,Norway
536532,1274,22557,PLASTERS IN TIN VINTAGE PAISLEY ,36,12/1/2010 13:24,1.65,12433.0,Norway
536532,1275,21786,POLKADOT RAIN HAT ,24,12/1/2010 13:24,0.42,12433.0,Norway
536532,1276,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,36,12/1/2010 13:24,0.85,12433.0,Norway
536532,1277,22963,JAM JAR WITH GREEN LID,12,12/1/2010 13:24,0.85,12433.0,Norway
536532,1278,22962,JAM JAR WITH PINK LID,12,12/1/2010 13:24,0.85,12433.0,Norway
536532,1279,22961,JAM MAKING SET PRINTED,24,12/1/2010 13:24,1.45,12433.0,Norway
536532,1280,84375,SET OF 20 KIDS COOKIE CUTTERS,24,12/1/2010 13:24,2.1,12433.0,Norway
536532,1281,22966,GINGERBREAD MAN COOKIE CUTTER,24,12/1/2010 13:24,1.25,12433.0,Norway
536532,1282,21874,GIN AND TONIC MUG,24,12/1/2010 13:24,1.25,12433.0,Norway
536532,1283,21873,IF YOU CAN'T STAND THE HEAT MUG,24,12/1/2010 13:24,1.25,12433.0,Norway
536532,1284,21870,I CAN ONLY PLEASE ONE PERSON MUG,24,12/1/2010 13:24,1.25,12433.0,Norway
536532,1285,22956,36 FOIL HEART CAKE CASES,12,12/1/2010 13:24,2.1,12433.0,Norway
536532,1286,84050,PINK HEART SHAPE EGG FRYING PAN,72,12/1/2010 13:24,1.25,12433.0,Norway
536532,1287,84991,60 TEATIME FAIRY CAKE CASES,24,12/1/2010 13:24,0.55,12433.0,Norway
536532,1288,84992,72 SWEETHEART FAIRY CAKE CASES,24,12/1/2010 13:24,0.55,12433.0,Norway
536532,1289,21213,PACK OF 72 SKULL CAKE CASES,24,12/1/2010 13:24,0.55,12433.0,Norway
536532,1290,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,12/1/2010 13:24,0.55,12433.0,Norway
536532,1291,21212,PACK OF 72 RETROSPOT CAKE CASES,24,12/1/2010 13:24,0.55,12433.0,Norway
536532,1292,22198,LARGE POPCORN HOLDER ,48,12/1/2010 13:24,1.65,12433.0,Norway
536532,1293,22197,SMALL POPCORN HOLDER,72,12/1/2010 13:24,0.85,12433.0,Norway
536532,1294,22315,200 RED + WHITE BENDY STRAWS,12,12/1/2010 13:24,1.25,12433.0,Norway
536532,1295,22667,RECIPE BOX RETROSPOT ,12,12/1/2010 13:24,2.95,12433.0,Norway
536532,1296,22666,RECIPE BOX PANTRY YELLOW DESIGN,12,12/1/2010 13:24,2.95,12433.0,Norway
536532,1297,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,12,12/1/2010 13:24,2.95,12433.0,Norway
536532,1298,22558,CLOTHES PEGS RETROSPOT PACK 24 ,24,12/1/2010 13:24,1.49,12433.0,Norway
536532,1299,22567,20 DOLLY PEGS RETROSPOT,24,12/1/2010 13:24,1.25,12433.0,Norway
536532,1300,85150,LADIES & GENTLEMEN METAL SIGN,12,12/1/2010 13:24,2.55,12433.0,Norway
536532,1301,21166,COOK WITH WINE METAL SIGN ,12,12/1/2010 13:24,1.95,12433.0,Norway
536532,1302,85152,HAND OVER THE CHOCOLATE   SIGN ,24,12/1/2010 13:24,2.1,12433.0,Norway
536532,1303,82600,NO SINGING METAL SIGN,24,12/1/2010 13:24,2.1,12433.0,Norway
536532,1304,21733,RED HANGING HEART T-LIGHT HOLDER,6,12/1/2010 13:24,2.95,12433.0,Norway
536532,1305,20685,DOORMAT RED RETROSPOT,2,12/1/2010 13:24,7.95,12433.0,Norway
536532,1306,22842,BISCUIT TIN VINTAGE RED,6,12/1/2010 13:24,6.75,12433.0,Norway
536532,1307,22494,EMERGENCY FIRST AID TIN ,24,12/1/2010 13:24,1.25,12433.0,Norway
536532,1308,21260,FIRST AID TIN,12,12/1/2010 13:24,3.25,12433.0,Norway
536533,1309,20754,RETROSPOT RED WASHING UP GLOVES,6,12/1/2010 13:31,2.1,16955.0,United Kingdom
536533,1310,22740,POLKADOT PEN,48,12/1/2010 13:31,0.85,16955.0,United Kingdom
536533,1311,22825,DECORATIVE PLANT POT WITH FRIEZE,2,12/1/2010 13:31,7.95,16955.0,United Kingdom
536533,1312,22680,FRENCH BLUE METAL DOOR SIGN 5,20,12/1/2010 13:31,1.25,16955.0,United Kingdom
536533,1313,22797,CHEST OF DRAWERS GINGHAM HEART ,3,12/1/2010 13:31,16.95,16955.0,United Kingdom
536533,1314,21843,RED RETROSPOT CAKE STAND,1,12/1/2010 13:31,10.95,16955.0,United Kingdom
536534,1315,22866,HAND WARMER SCOTTY DOG DESIGN,12,12/1/2010 13:33,2.1,15350.0,United Kingdom
536534,1316,22834,HAND WARMER BABUSHKA DESIGN,12,12/1/2010 13:33,2.1,15350.0,United Kingdom
536534,1317,22865,HAND WARMER OWL DESIGN,12,12/1/2010 13:33,2.1,15350.0,United Kingdom
536534,1318,22867,HAND WARMER BIRD DESIGN,12,12/1/2010 13:33,2.1,15350.0,United Kingdom
536534,1319,22112,CHOCOLATE HOT WATER BOTTLE,3,12/1/2010 13:33,4.95,15350.0,United Kingdom
536535,1320,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,3,12/1/2010 13:38,4.95,15605.0,United Kingdom
536535,1321,22118,JOY WOODEN BLOCK LETTERS,3,12/1/2010 13:38,4.95,15605.0,United Kingdom
536535,1322,22121,NOEL WOODEN BLOCK LETTERS ,3,12/1/2010 13:38,5.95,15605.0,United Kingdom
